name,recclass,mass,fall,year,reclat,reclong
Pei Xian,Iron,400000,Found,1917,34.700000,117.000000
Nan Yang Pao,L6,52900,Fell,1917,35.666670,103.500000
Pierceville (iron),Iron IIIAB,100000,Found,1917,37.866670,-100.666670
Independence,L6,880,Fell,1917,39.083330,-94.400000
New Almelo,L5,8000,Found,1917,39.666670,-100.000000
Colby (Wisconsin),L6,104000,Fell,1917,44.900000,-90.283330
Waterville,Iron IAB-ung,37125,Found,1917,47.767778,-119.876389
Strathmore,L6,13400,Fell,1917,56.583330,-3.250000
Cachari,Eucrite-mmict,23500,Found,1916,-36.400000,-59.500000
Mount Magnet,Iron IAB-sHH,16600,Found,1916,-28.166670,118.500000
Calivo,Stone-uncl,2400,Fell,1916,11.750000,122.333330
Sultanpur,L/LL6,1710.5,Fell,1916,25.933330,84.283330
Okechobee,L4,1000,Found,1916,26.683330,-80.800000
Ekh Khera,H6,840,Fell,1916,28.266670,78.783330
Sinai,L6,1455,Fell,1916,30.900000,32.483330
Tomita,L,600,Fell,1916,34.500000,133.750000
Baxter,L6,611,Fell,1916,36.750000,-93.500000
Renqiu,L6,355,Fell,1916,38.666670,116.133330
Lost Creek,H3.8,4018,Found,1916,39.124170,-98.167780
Angelica,Iron IIIAB,14800,Found,1916,44.250000,-88.250000
Boguslavka,Iron IIAB,256000,Fell,1916,44.550000,131.633330
Petropavlovka,H4,1773,Found,1916,48.200000,43.733330
Treysa,Iron IIIAB-an,63000,Fell,1916,50.916670,9.183330
Annaheim,Iron IAB-sLL,13500,Found,1916,52.333330,-104.866670
Waingaromia,Iron IIIAB,9200,Found,1915,-38.250000,178.083330
Naretha,L4,5500,Found,1915,-31.000000,124.833330
Gladstone (iron),Iron IAB-MG,736600,Found,1915,-23.900000,151.300000
Meester-Cornelis,H5,24750,Fell,1915,-6.233330,106.883330
Visuni,H6,594,Fell,1915,25.450000,70.000000
Uvalde,H5,8200,Found,1915,29.200000,-99.766670
Rosebud,H5,54900,Found,1915,30.816670,-97.050000
Shiraiwa,H4,950,Found,1915,39.500000,140.200000
Albin (pallasite),Pallasite PMG,37600,Found,1915,41.500000,-104.100000
South Byron,Iron ungrouped,6000,Found,1915,43.033330,-78.033330
Ilinskaya Stanitza,Iron IIIAB,5621,Found,1915,51.233330,57.383330
Karee Kloof,Iron IAB-sLL,92100,Found,1914,-31.600000,25.800000
Yandama,L6,5800,Found,1914,-29.750000,141.033330
Kopjes Vlei,Iron IIAB,13600,Found,1914,-29.300000,21.150000
Carraweena,L3.9,31600,Found,1914,-29.233330,139.933330
Artracoona,L6,20810,Found,1914,-29.066670,139.916670
Cratheús (1931),Iron IVA,27500,Found,1914,-5.250000,-40.500000
Kuttippuram,L6,45000,Fell,1914,10.833330,76.033330
Ysleta,Iron ungrouped,140700,Found,1914,31.650000,-106.183330
Lushton,L6,6700,Found,1914,40.749720,-97.749720
Willow Creek,Iron IIIE,51000,Found,1914,43.466670,-106.766670
Palinshih,Iron,18000,Fell,1914,43.483330,118.616670
Saint-Sauveur,EH5,14000,Fell,1914,43.733330,1.383330
Nyirábrany,LL5,1100,Fell,1914,47.550000,22.025000
Kisvarsány,L6,1550,Fell,1914,48.166670,22.308330
Ryechki,L5,13000,Fell,1914,51.133330,34.500000
Morasko,Iron IAB-MG,290000,Found,1914,52.466670,16.900000
Appley Bridge,LL6,15000,Fell,1914,53.583330,-2.716670
Mount Edith,Iron IIIAB,326000,Found,1913,-22.500000,116.166670
Burkett,Iron IAB-MG,8400,Found,1913,32.033330,-99.250000
Moore County,Eucrite-cm,1880,Fell,1913,35.416670,-79.383330
Sakauchi,Iron,4180,Fell,1913,35.666670,136.300000
Kamiomi,H5,448,Fell,1913,36.041670,139.956670
Cookeville,Iron IAB-ung,2300,Found,1913,36.166670,-85.516670
Owens Valley,Iron IIIAB,192800,Found,1913,37.466670,-118.000000
Culbertson,H4,5900,Found,1913,40.233330,-100.833330
Chinga,Iron ungrouped,209400,Found,1913,51.058330,94.400000
Varpaisjärvi,L6,2000,Found,1913,63.300000,27.733330
Adelie Land,L5,1000,Found,1912,-67.183330,142.383330
Binda,Eucrite-cm,5400,Found,1912,-34.316670,149.383330
Molong,Pallasite PMG,104000,Found,1912,-33.283330,148.883330
N'Kandhla,Iron IID,17200,Fell,1912,-28.566670,30.700000
Leeuwfontein,L6,460,Fell,1912,-25.666670,28.366670
Shupiyan,H6,5000,Fell,1912,33.716670,74.833330
Floydada,Iron IIIAB,12500,Found,1912,33.983330,-101.283330
Holbrook,L/LL6,220000,Fell,1912,34.900000,-110.183330
Colomera,Iron IIE,134000,Found,1912,37.433330,-3.650000
Bishop Canyon,Iron IVA,8600,Found,1912,38.000000,-108.500000
Gretna,L5,82000,Found,1912,39.933330,-99.216670
Tarbagatai,L5,370,Found,1912,51.366670,107.383330
Mundrabilla,Iron IAB-ung,2.4e+07,Found,1911,-30.783330,127.550000
Cruz del Aire,Iron ungrouped,23000,Found,1911,26.500000,-100.000000
Nakhla,Martian (nakhlite),10000,Fell,1911,31.316670,30.350000
Cullison,H4,10000,Found,1911,37.616670,-98.916670
Oberlin,LL5,2500,Found,1911,39.800000,-100.516670
Kilbourn,H5,772,Fell,1911,43.583330,-89.600000
Kermichel,L6,3000,Found,1911,47.650000,-2.766670
Vicenice,Iron IID,4370,Found,1911,49.216670,15.800000
Demina,L6,16400,Fell,1911,51.466670,84.766670
Cadell,L6,3290,Found,1910,-34.066670,139.750000
Schaap-Kooi,H4,2700,Found,1910,-32.083330,21.333330
Britstown,Iron IAB-ung,544,Found,1910,-30.583330,23.550000
Rica Aventura,Iron IVA,5395,Found,1910,-21.983330,-69.616670
Pooposo,Iron IAB-MG,12000,Found,1910,-18.333330,-66.833330
Paitan,H6,515,Fell,1910,17.743330,120.455830
Khohar,L3.6,9700,Fell,1910,25.100000,81.533330
Mirzapur,L5,8510,Fell,1910,25.683330,83.250000
Hedjaz,L3.7-6,6100,Fell,1910,27.333330,35.666670
Baroti,L6,4500,Fell,1910,31.616670,76.800000
Hashima,H4,1110.6,Fell,1910,35.294500,136.700330
Tendo,Iron IIIAB,10100,Found,1910,38.350000,140.373330
Huntsman,H4,14500,Found,1910,41.183330,-103.000000
Vigarano,CV3,15000,Fell,1910,44.850000,11.400000
Blithfield,EL6,1830,Found,1910,45.500000,-77.000000
Grzempach,H5,690,Fell,1910,52.866670,16.633330
Dorofeevka,Iron IIF,12600,Found,1910,53.333330,70.066670
St. Michel,L6,17000,Fell,1910,61.650000,27.200000
Hermitage Plains,L6,32000,Found,1909,-31.733330,146.400000
Murnpeowie,Iron IC,1.143e+06,Found,1909,-29.583330,139.900000
Mount Dooling,Iron IC,734000,Found,1909,-29.450000,119.716670
Rateldraai,Iron IIIAB,549000,Found,1909,-28.833330,21.133330
Ahumada,Pallasite PMG,52600,Found,1909,30.700000,-105.500000
Blanket,L6,5100,Fell,1909,31.833330,-98.833330
Haskell,L5,36000,Found,1909,33.213330,-99.731670
Gun Creek,Iron ungrouped,22700,Found,1909,34.000000,-111.000000
Gifu,L6,14290,Fell,1909,35.533330,136.883330
Teplá,Iron IIIAB,17000,Found,1909,49.983330,12.866670
Mokoia,CV3,4500,Fell,1908,-39.633330,174.400000
Yarri,Iron IIIAB,1500,Found,1908,-29.450000,121.216670
Arltunga,Iron IID-an,18100,Found,1908,-23.333330,134.666670
Sete Lagoas,H4,350,Fell,1908,-19.466670,-44.216670
Kangean,H5,1630,Fell,1908,-7.000000,115.500000
Pickens County,H6,400,Found,1908,34.500000,-84.500000
Palmersville,H5,9979,Found,1908,36.466500,-88.602830
Quinn Canyon,Iron IIIAB,1.45e+06,Found,1908,38.083330,-115.533330
Avce,Iron IIAB,1230,Fell,1908,46.000000,13.500000
Kagarlyk,L6,1900,Fell,1908,49.866670,30.833330
Novy-Projekt,OC,1001,Fell,1908,56.000000,22.000000
Simondium,Mesosiderite-A4,1600,Found,1907,-33.850000,18.950000
Bowden,H5,603,Found,1907,-33.000000,26.400000
Mount Ayliff,Iron IAB-MG,13600,Found,1907,-30.816670,29.350000
Bali,CV3,1000,Fell,1907,5.383330,16.383330
Chainpur,LL3.4,8200,Fell,1907,25.850000,83.483330
Huizopa,Iron IVA,140000,Found,1907,28.900000,-108.566670
Cleburne,Iron IVA,6800,Found,1907,32.316670,-97.416670
Leighton,H5,877,Fell,1907,34.583330,-87.500000
Norfolk,Iron IIIAB,23000,Found,1907,36.900000,-76.300000
Guffey,Iron ungrouped,309000,Found,1907,38.766670,-105.516670
Shrewsbury,Iron IAB-sLL,12000,Found,1907,39.766670,-76.666670
Domanitch,L5,438,Fell,1907,40.000000,29.000000
Ainsworth,Iron IIAB,80650,Found,1907,42.600000,-99.800000
Fairburn,Iron IAB-ung,445,Found,1907,43.603000,-103.026000
Bodaibo,Iron IVA,15900,Found,1907,57.850000,114.200000
Näs,LL6,375,Found,1907,59.183330,12.216670
Diep River,L6,1000,Fell,1906,-33.750000,18.566670
Vishnupur,LL4-6,2437,Fell,1906,23.100000,87.433330
Selma,H4,140600,Found,1906,32.400000,-87.000000
Blackwell,L5,2381,Fell,1906,36.833330,-97.333330
Perryville,Iron IIC,17500,Found,1906,37.733330,-89.850000
Elm Creek,H4,7000,Found,1906,38.500000,-96.200000
Duchesne,Iron IVA,22700,Found,1906,40.383330,-110.866670
Kulp,H6,3719,Fell,1906,41.116670,45.000000
Marburg,Pallasite,3000,Found,1906,50.816670,8.766670
Krutikha,OC,845.2,Fell,1906,56.800000,77.000000
Muonionalusta,Iron IVA,230000,Found,1906,67.800000,23.100000
El Perdido,H5,30250,Found,1905,-38.683330,-61.100000
Ellerslie,L5,10200,Found,1905,-28.900000,146.766670
Las Salinas,Iron IIIAB,3515,Found,1905,-23.000000,-69.500000
Bholghati,Howardite,2500,Fell,1905,22.083330,86.900000
Karkh,L6,22000,Fell,1905,27.800000,67.166670
Kanzaki,H,483,Found,1905,33.300000,130.366670
Coon Butte,L6,2750,Found,1905,35.000000,-111.000000
Scott City,H5,2135,Found,1905,38.466670,-100.933330
Modoc (1905),L6,35000,Fell,1905,38.500000,-101.100000
Garraf,L6,8800,Found,1905,41.266670,1.916670
Minnichhof,OC,550,Fell,1905,47.700000,16.600000
Tomakovka,LL6,600,Fell,1905,47.850000,34.766670
Skookum,Iron IVB,16000,Found,1905,63.916670,-139.333330
Delegate,Iron IIIAB-an,27700,Found,1904,-37.000000,149.033330
Puerta de Arauco,Iron,1533,Found,1904,-28.883330,-66.666670
Puente del Zacate,Iron IIIAB,30790,Found,1904,27.866670,-101.500000
Okano,Iron IIAB,4742,Fell,1904,35.083330,135.200000
Gumoschnik,H5,5700,Fell,1904,42.900000,24.700000
Shelburne,L5,18600,Fell,1904,44.050000,-80.166670
Bagnone,Iron IIIAB,48000,Found,1904,44.316670,9.983330
Chambord,Iron IIIAB,6600,Found,1904,48.450000,-72.066670
Lipovsky,Pallasite PMG,3500,Found,1904,49.083330,42.516670
Yarroweyah,Iron IIAB,9600,Found,1903,-35.983330,145.583330
Kouga Mountains,Iron IIIAB,1.173e+06,Found,1903,-33.616670,24.000000
Jackalsfontein,L6,48000,Fell,1903,-32.500000,21.900000
Mount Dyrring,Pallasite,11300,Found,1903,-32.333330,151.200000
St. Mark's,EH5,13780,Fell,1903,-32.016670,27.416670
Tamarugal,Iron IIIAB,320000,Found,1903,-20.800000,-69.666670
Uberaba,H5,40000,Fell,1903,-19.816670,-48.783330
Uwet,Iron IIAB,54000,Found,1903,5.283330,8.250000
Tlacotepec,Iron IVB,71000,Found,1903,18.650000,-97.550000
Teocaltiche,Iron,10000,Found,1903,21.433330,-102.566670
Dokachi,H5,3840,Fell,1903,23.500000,90.333330
Cumpas,Iron IIIAB,28600,Found,1903,30.000000,-109.666670
Davis Mountains,Iron IIIAB,689000,Found,1903,30.750000,-104.250000
Rich Mountain,L6,668,Fell,1903,35.033330,-83.033330
Knowles,Iron IIIAB,161000,Found,1903,36.900000,-100.216670
Billings,Iron IIIAB,24500,Found,1903,37.066670,-93.550000
Providence,Iron IIIAB,6804,Found,1903,38.566670,-85.233330
Kansas City (1903),H5,36000,Found,1903,39.100000,-94.633330
Lancaster County,Iron,13000,Found,1903,40.666670,-96.750000
Valdinizza,L6,1004,Fell,1903,44.866670,9.150000
Tyumen,Iron,750,Fell,1903,57.166670,65.533330
Achiras,L6,780,Fell,1902,-33.166670,-64.950000
Mount Browne,H6,11300,Fell,1902,-29.800000,141.700000
Kamsagar,L6,1293,Fell,1902,14.183330,75.800000
Chinautla,Iron IVA-an,5720,Found,1902,14.500000,-90.500000
Bath Furnace,L6,86000,Fell,1902,38.250000,-83.750000
Willamette,Iron IIIAB,1.55e+07,Found,1902,45.366670,-122.583330
Veliko-Nikolaevsky Priisk,Iron IIIAB,24267,Found,1902,53.833330,97.333330
Crumlin,L5,4255,Fell,1902,54.616670,-6.216670
Marjalahti,Pallasite PMG,45000,Fell,1902,61.500000,30.500000
Finmarken,Pallasite PMG,78300,Found,1902,70.000000,24.000000
Sindhri,H5,8400,Fell,1901,26.216670,69.550000
Paulding County,Iron,725,Found,1901,34.000000,-84.800000
Ashfork,Iron IAB-MG,27000,Found,1901,35.250000,-112.500000
Hendersonville,L5,6000,Found,1901,35.316670,-81.466670
Saline,H5,30800,Found,1901,39.400000,-100.400000
Phillips County (stone),L6,57900,Fell,1901,40.000000,-99.250000
Chervettaz,L5,705,Fell,1901,46.550000,6.816670
Hvittis,EL6,14000,Fell,1901,61.183330,22.683330
Gay Gulch,Iron IAB-sHH,483,Found,1901,63.916670,-139.333330
Rhine Villa,Iron IIIE,3325,Found,1900,-34.666670,139.283330
Boogaldi,Iron IVA,2000,Found,1900,-31.150000,149.116670
N'Goureyma,Iron ungrouped,37500,Fell,1900,13.850000,-4.383330
Cedar (Texas),H4,26000,Found,1900,29.828060,-96.908610
Felix,CO3.3,3200,Fell,1900,32.533330,-87.166670
Sterling,Pallasite,679.5,Found,1900,40.600000,-103.183330
La Porte,Iron IIIAB,14540,Found,1900,41.600000,-86.716670
Ofehértó,L6,3750,Fell,1900,47.883330,22.033330
Alexandrovsky,H4,9251,Fell,1900,50.950000,31.816670
Leonovka,L6,700,Fell,1900,52.266670,32.850000
Zomba,L6,7500,Fell,1899,-15.183330,35.283330
Surprise Springs,Iron IAB-sLL,1500,Found,1899,34.166670,-115.916670
Murphy,Iron IIAB,7700,Found,1899,35.100000,-84.033330
Magnesia,Iron IAB-sHL,5000,Fell,1899,37.866670,27.516670
Red Willow,Iron,2750,Found,1899,40.250000,-100.500000
Allegan,H5,32000,Fell,1899,42.533330,-85.883330
Illinois Gulch,Iron ungrouped,2500,Found,1899,46.683330,-112.550000
Kissij,H5,5500,Found,1899,54.866670,50.883330
Bjurböle,L/LL4,330000,Fell,1899,60.400000,25.800000
Bendock,Pallasite,27000,Found,1898,-37.150000,148.916670
Sierra Gorda,Iron IIAB,26000,Found,1898,-22.900000,-69.350000
Kodaikanal,Iron IIE,15900,Found,1898,10.266670,77.400000
Mart,Iron IVA,7140,Found,1898,31.500000,-96.883330
Iredell,Iron IIAB,1500,Found,1898,31.966670,-97.866670
Cedartown,Iron IIAB,11300,Found,1898,34.016670,-85.266670
Weaver Mountains,Iron IVB,38800,Found,1898,34.250000,-112.750000
Mount Ouray,Iron IID,900,Found,1898,38.416670,-106.216670
Quesa,Iron IAB-ung,10750,Fell,1898,39.000000,-0.666670
Andover,L6,3200,Fell,1898,44.616670,-70.750000
Armanty,Iron IIIE,2.8e+07,Found,1898,47.000000,88.000000
Alt Bela,Iron IID,4000,Found,1898,49.766670,18.250000
Mungindi,Iron IAB-sLM,51300,Found,1897,-28.933330,148.950000
Los Reyes,Iron IIIAB,19500,Found,1897,19.266670,-97.283330
Gambat,L6,6400,Fell,1897,27.350000,68.533330
San Angelo,Iron IIIAB,88000,Found,1897,31.416670,-100.350000
Kangra Valley,H5,400,Fell,1897,32.083330,76.300000
Higashi-koen,H5,750,Fell,1897,33.600000,130.433330
Nio,H3-4,467,Fell,1897,34.200000,131.566670
Lancon,H6,7000,Fell,1897,43.750000,5.116670
Zavid,L6,95000,Fell,1897,44.400000,19.116670
Meuselbach,L6,870,Fell,1897,50.583330,11.100000
Rosario,Iron IAB-MG,2700,Found,1896,14.600000,-88.683330
Loreto,Iron IIIAB,94800,Found,1896,26.016670,-111.366670
Arispe,Iron IC,683000,Found,1896,30.333330,-109.983330
Luis Lopez,Iron IIIAB,7000,Found,1896,34.000000,-106.966670
Ottawa,LL6,840,Fell,1896,38.600000,-95.216670
Covert,H5,61000,Found,1896,39.200000,-98.783330
Madrid,L6,400,Fell,1896,40.416670,-3.716670
Lesves,L6,2000,Fell,1896,50.366670,4.733330
Nocoleche,Iron IC-an,20000,Found,1895,-29.866670,144.216670
Pampa del Infierno,L6,896,Found,1895,-26.683330,-61.083330
Rockhampton,Stone-uncl,1641,Fell,1895,-23.383330,150.516670
Bishunpur,LL3.15,1039,Fell,1895,25.383330,82.600000
Ambapur Nagla,H5,6400,Fell,1895,27.666670,78.250000
Oscuro Mountains,Iron IAB-MG,3600,Found,1895,33.633330,-106.383330
Oakley (stone),H6,27700,Found,1895,38.950000,-101.016670
Reed City,Iron ungrouped,20000,Found,1895,43.866670,-85.516670
Nagy-Borové,L5,6100,Fell,1895,49.166670,19.500000
Bori,L6,8600,Fell,1894,21.950000,78.033330
Canton,Iron IIIAB,7030,Found,1894,34.200000,-84.483330
Ness County (1894),L6,82000,Found,1894,38.500000,-99.600000
Jerome (Kansas),L4,29600,Found,1894,38.766670,-100.733330
Hildreth,L5,3060,Found,1894,40.333330,-99.033330
Sam's Valley,Iron IIIAB,6920,Found,1894,42.533330,-122.875000
Arlington,Iron IIE-an,8940,Found,1894,44.600000,-94.100000
Savtschenskoje,LL4,2500,Fell,1894,47.216670,29.866670
Fisher,L6,17600,Fell,1894,47.816670,-96.850000
Kaufman,L5,23000,Found,1893,32.583330,-96.416670
El Capitan,Iron IIIAB,27500,Found,1893,33.500000,-105.500000
Kofa,Iron IAB-sHH,490,Found,1893,33.500000,-114.000000
Persimmon Creek,Iron IAB-sLM,5000,Found,1893,35.050000,-84.233330
Pricetown,L6,900,Fell,1893,39.116670,-83.850000
Prairie Dog Creek,H3.7,2900,Found,1893,39.633330,-100.500000
Oroville,Iron IIIAB,24500,Found,1893,39.683330,-121.633330
Plymouth,Iron IIIAB,14000,Found,1893,41.333330,-86.316670
South Bend,Pallasite PMG,2500,Found,1893,41.650000,-86.216670
Beaver Creek,H5,14000,Fell,1893,51.166670,-117.333330
Zabrodje,L6,3000,Fell,1893,55.183330,27.916670
Moonbi,Iron IIIF,13200,Found,1892,-30.916670,151.283330
Ballinoo,Iron IIC,42200,Found,1892,-27.700000,115.766670
Cobija,H6,6530,Found,1892,-22.566670,-70.250000
Roebourne,Iron IIIAB,86860,Found,1892,-22.333330,118.000000
Bansur,L6,15000,Fell,1892,27.700000,76.333330
Saotome,Iron IVA,10880,Found,1892,36.500000,137.000000
Guareña,H6,39000,Fell,1892,38.733330,-6.016670
Dayton,Iron IAB-sLH,26300,Found,1892,39.750000,-84.166670
Bath,H4,21000,Fell,1892,45.416670,-98.316670
Morradal,Iron ungrouped,2750,Found,1892,62.000000,7.666670
Ternera,Iron IVB,1980,Found,1891,-27.333330,-69.800000
Kingston,Iron ungrouped,12900,Found,1891,32.900000,-107.733330
Canyon Diablo,Iron IAB-MG,3e+07,Found,1891,35.050000,-111.033330
Forsyth County,Iron IIAB,22700,Found,1891,36.100000,-80.200000
Indarch,EH4,27000,Fell,1891,39.750000,46.666670
Long Island,L6,564000,Found,1891,39.933330,-99.600000
Bald Eagle,Iron IIIAB,3200,Found,1891,41.283330,-77.050000
Guêa,Stone-uncl,1915,Fell,1891,43.766670,20.233330
Toubil River,Iron IIIAB,22000,Found,1891,55.883330,89.100000
Blue Tier,Iron,1400,Found,1890,-41.183330,148.033330
Kakangari,K3,350,Fell,1890,12.383330,78.516670
Hassi-Jekna,Iron IAB-sHL,1250,Fell,1890,28.950000,0.816670
Jianshi,Iron IIIAB,600000,Fell,1890,30.808330,109.500000
Sacramento Mountains,Iron IIIAB,237200,Found,1890,32.916670,-104.666670
Summit,Iron IIAB,1000,Found,1890,34.200000,-86.483330
Western Arkansas,Iron IVA,1750,Found,1890,35.000000,-94.000000
Bridgewater,Iron IID,13600,Found,1890,35.716670,-81.866670
Shirahagi,Iron IVA,22700,Found,1890,36.700000,137.366670
Franceville,Iron IIIAB,18800,Found,1890,38.816670,-104.616670
Morland,H6,295000,Found,1890,39.333330,-100.066670
Farmington,L5,89400,Fell,1890,39.750000,-97.033330
Collescipoli,H5,5000,Fell,1890,42.533330,12.616670
Forest City,H5,152000,Fell,1890,43.250000,-93.666670
Nagy-Vázsony,Iron IAB-sLL,2000,Found,1890,46.983330,17.700000
Villedieu,H4,14000,Found,1890,47.916670,4.350000
St. Germain-du-Pinel,H6,4000,Fell,1890,48.016670,-1.150000
Augustinovka,Iron IIIAB,400000,Found,1890,48.066670,35.083330
Misshof,H5,5800,Fell,1890,56.666670,23.000000
Gilgoin,H5,147000,Found,1889,-30.383330,147.200000
Ergheo,L5,20000,Fell,1889,1.166670,44.166670
Apoala,Iron IIIAB,85000,Found,1889,17.700000,-97.000000
Moctezuma,Iron IAB-sLL,1700,Found,1889,29.800000,-109.666670
Travis County (a),H5,175400,Found,1889,30.300000,-97.700000
Travis County (b),H4,5900,Found,1889,30.555560,-97.952780
Dexter,Iron IIIAB,1724,Found,1889,33.816670,-97.000000
Hopper,Iron IIIAB,1800,Found,1889,36.550000,-79.783330
Kenton County,Iron IIIAB,194000,Found,1889,38.816670,-84.600000
Jelica,LL6,34000,Fell,1889,43.833330,20.441670
Iron River,Iron IVA,1420,Found,1889,46.079440,-88.559720
Mighei,CM2,8000,Fell,1889,48.066670,30.966670
Lundsgård,L6,11000,Fell,1889,56.216670,13.033330
Eli Elwah,L6,15200,Found,1888,-34.500000,144.716670
Cowra,Iron ungrouped,5560,Found,1888,-33.850000,148.683330
Carcote,H5,392,Found,1888,-24.000000,-69.000000
La Primitiva,Iron IIG,27400,Found,1888,-19.916670,-69.816670
Minas Gerais,L6,1224,Found,1888,-18.500000,-44.000000
Pirapora,Iron IIAB,6175,Found,1888,-17.300000,-45.000000
Bella Roca,Iron IIIAB,33000,Found,1888,24.900000,-105.400000
Haniet-el-Beguel,Iron IAB complex,2000,Found,1888,32.483330,4.400000
St. Genevieve County,Iron IIIF,244500,Found,1888,37.966670,-90.316670
Lonaconing,Iron IAB-sHL,1400,Found,1888,39.416670,-79.150000
Welland,Iron IIIAB,8200,Found,1888,43.016670,-79.216670
Thurlow,Iron IIIAB,5500,Found,1888,44.750000,-77.583330
Bischtübe,Iron IAB-sLL,48250,Found,1888,51.950000,62.200000
Indio Rico,H6,15000,Found,1887,-38.333330,-60.883330
Pan de Azucar,Iron IAB complex,19500,Found,1887,-26.500000,-69.500000
Phu Hong,H4,500,Fell,1887,11.250000,108.583330
Lalitpur,L6,372,Fell,1887,24.450000,78.566670
Kendall County,Iron IAB-ung,21000,Found,1887,29.400000,-98.500000
Pipe Creek,H6,13600,Found,1887,29.683330,-98.916670
Carlton,Iron IAB-sLM,81200,Found,1887,31.916670,-98.033330
Holland's Store,Iron IIAB,12200,Found,1887,34.366670,-85.433330
Crab Orchard,Mesosiderite-A1,48500,Found,1887,35.833330,-84.916670
San Emigdio,H4,36000,Found,1887,36.000000,-119.000000
Morristown,Mesosiderite-A3,16300,Found,1887,36.200000,-83.383330
Waldron Ridge,Iron IAB complex,13600,Found,1887,36.633330,-83.833330
Indian Valley,Iron IIAB,14100,Found,1887,36.933330,-80.500000
Mount Joy,Iron IIAB,384000,Found,1887,39.783330,-77.216670
Silver Crown,Iron IAB-MG,11600,Found,1887,41.233330,-104.983330
Algoma,Iron IAB-sHL,4100,Found,1887,44.650000,-87.466670
Bielokrynitschie,H4,1900,Fell,1887,50.133330,27.166670
Ochansk,H4,500000,Fell,1887,57.783330,55.266670
Kulnine,L6,55300,Found,1886,-34.150000,141.783330
Nammianthal,H5,4500,Fell,1886,12.283330,79.200000
Kyushu,L6,45000,Fell,1886,32.033330,130.633330
Cabin Creek,Iron IIIAB,48500,Fell,1886,35.500000,-93.500000
Tonganoxie,Iron IIIAB,11800,Found,1886,39.083330,-95.116670
Bradford Woods,L,762,Fell,1886,40.500000,-80.083330
Assisi,H5,2000,Fell,1886,43.033330,12.550000
Rafrüti,Iron ungrouped,18200,Found,1886,47.000000,7.833330
Novo-Urei,Ureilite,1900,Fell,1886,54.816670,46.000000
Puquios,Iron IID,6580,Found,1885,-27.150000,-69.916670
Lucky Hill,Iron IIIAB,20500,Found,1885,17.900000,-77.633330
Mazapil,Iron IAB-sLL,4000,Fell,1885,24.683330,-101.683330
Chandpur,L6,1100,Fell,1885,27.283330,79.050000
Tanokami Mountain,Iron IIIE,174000,Found,1885,34.916670,135.966670
Jamestown,Iron IVA,4000,Found,1885,46.616670,-98.500000
Pavlodar (pallasite),Pallasite PMG-an,4500,Found,1885,51.166670,77.333330
Youndegin,Iron IAB-MG,3.8e+06,Found,1884,-32.100000,117.716670
Kokstad,Iron IIIE,341000,Found,1884,-30.550000,29.416670
Chañaral,Iron IIIAB,1207,Found,1884,-26.500000,-70.250000
Merceditas,Iron IIIAB,42900,Found,1884,-26.333330,-70.283330
Corrizatillo,Iron IAB complex,1328,Found,1884,-26.033330,-70.333330
Djati-Pengilon,H6,166000,Fell,1884,-7.500000,111.500000
Pirthalla,H6,1161,Fell,1884,29.583330,76.000000
Glorieta Mountain,Pallasite PMG-an,148000,Found,1884,35.600000,-105.800000
Joe Wright Mountain,Iron IIIAB,42600,Found,1884,35.766670,-91.500000
Hammond,Iron ungrouped,24000,Found,1884,44.916670,-92.433330
Tysnes Island,H4,19860,Fell,1884,60.000000,5.616670
Silverton (New South Wales),L6,350.7,Found,1883,-31.883330,141.200000
Ngawi,LL3.6,1393,Fell,1883,-7.450000,111.416670
Estacado,H6,290000,Found,1883,33.900000,-101.750000
Jenny's Creek,Iron IAB-MG,12000,Found,1883,37.900000,-82.383330
Enon,Iron ungrouped,763,Found,1883,39.866670,-83.950000
São Julião de Moreira,Iron IIAB,162000,Found,1883,41.766110,-8.583610
Grand Rapids,Iron ungrouped,51700,Found,1883,42.966670,-85.766670
St. Caprais-de-Quinsac,L6,360,Fell,1883,44.750000,0.050000
Alfianello,L6,228000,Fell,1883,45.266670,10.150000
Hex River Mountains,Iron IIAB,60000,Found,1882,-33.316670,19.616670
San Cristobal,Iron IAB-ung,5000,Found,1882,-23.433330,-69.500000
Rancho de la Pila (1882),Iron IIIAB,46500,Found,1882,24.116670,-104.300000
Pirgunje,L6,842,Fell,1882,25.800000,88.450000
Fukutomi,L5,11620,Fell,1882,33.183330,130.200000
Linville,Iron IAB-sHH,442,Found,1882,35.866670,-81.916670
Brenham,Pallasite PMG-an,4.3e+06,Found,1882,37.582500,-99.163610
Mocs,L5-6,300000,Fell,1882,46.800000,24.033330
Pavlovka,Howardite,2000,Fell,1882,52.033330,43.000000
Winburg,Iron IC-an,50000,Found,1881,-28.500000,27.000000
Thunda,Iron IIIAB,62100,Found,1881,-25.700000,143.050000
Pacula,L6,3400,Fell,1881,21.050000,-99.300000
Costilla Peak,Iron IIIAB,35500,Found,1881,36.833330,-105.233330
Admire,Pallasite PMG,180000,Found,1881,38.700000,-96.100000
Grossliebenthal,L6,8000,Fell,1881,46.350000,30.583330
Middlesbrough,L6,1600,Fell,1881,54.566670,-1.166670
Chilkoot,Iron IIIAB,43000,Found,1881,59.333330,-136.000000
Muizenberg,L6,4610,Found,1880,-34.100000,18.466670
Wittekrantz,L5,2200,Fell,1880,-32.500000,23.000000
